Chapter,Verse,Concept,Keyword,Sanskrit,English,Speaker,Sanskrit ,Swami Adidevananda,Swami Gambirananda,Swami Sivananda,Dr. S. Sankaranarayan,Shri Purohit Swami,chapter,verse,speaker,sanskrit,translation,question,Shloka,Sanskrit Word,English Meaning,Hindi Meaning
6,,,,,,,,,,,,,,,,,,,12,तत्रै,,वहाँ
6,,,,,,,,,,,,,,,,,,,12,एकाग्रम्,,एक बिन्दु पर केन्द्रित
6,,,,,,,,,,,,,,,,,,,12,मनः,,मन
6,,,,,,,,,,,,,,,,,,,12,कृत्वा,,करके
6,,,,,,,,,,,,,,,,,,,12,यतचित्ते,,मन पर नियंत्रण
6,,,,,,,,,,,,,,,,,,,12,इन्द्रिय,,इन्द्रियाँ
6,,,,,,,,,,,,,,,,,,,12,क्रियः,,गतिविधि
6,,,,,,,,,,,,,,,,,,,12,उपविश्या,,स्थिर होकर बैठना
6,,,,,,,,,,,,,,,,,,,12,आसने,,आसन पर
6,,,,,,,,,,,,,,,,,,,12,युञ्जयात्,,योगम्
6,,,,,,,,,,,,,,,,,,,12,आत्म,,विशुद्धये
6,,,,,,,,,,,,,,,,,,,12,काय,,शरीर
6,,,,,,,,,,,,,,,,,,,12,शिरः,,सिर
6,,,,,,,,,,,,,,,,,,,12,ग्रीवम्,,गर्दन
6,,,,,,,,,,,,,,,,,,,12,धारयन्,,रखते हुए
6,,,,,,,,,,,,,,,,,,,12,अचलम्,,स्थिर
6,,,,,,,,,,,,,,,,,,,12,स्थिरः,,शान्त
6,,,,,,,,,,,,,,,,,,,12,सम्प्रेक्ष्य,,दृष्टि रखकर
6,,,,,,,,,,,,,,,,,,,12,नासिका,,अग्रम
6,,,,,,,,,,,,,,,,,,,12,स्वम्,,अपनी
6,,,,,,,,,,,,,,,,,,,12,दिशः,,दिशाएँ
6,,,,,,,,,,,,,,,,,,,12,च,,भी
6,,,,,,,,,,,,,,,,,,,12,अनवलोकयन्,,न देखते हुए
6,,,,,,,,,,,,,,,,,,,13,तत्रै,,वहाँ
6,,,,,,,,,,,,,,,,,,,13,एकाग्रम्,,एक बिन्दु पर केन्द्रित
6,,,,,,,,,,,,,,,,,,,13,मनः,,मन
6,,,,,,,,,,,,,,,,,,,13,कृत्वा,,करके
6,,,,,,,,,,,,,,,,,,,13,यतचित्ते,,मन पर नियंत्रण
6,,,,,,,,,,,,,,,,,,,13,इन्द्रिय,,इन्द्रियाँ
6,,,,,,,,,,,,,,,,,,,13,क्रियः,,गतिविधि
6,,,,,,,,,,,,,,,,,,,13,उपविश्या,,स्थिर होकर बैठना
6,,,,,,,,,,,,,,,,,,,13,आसने,,आसन पर
6,,,,,,,,,,,,,,,,,,,13,युञ्जयात्,,योगम्
6,,,,,,,,,,,,,,,,,,,13,आत्म,,विशुद्धये
6,,,,,,,,,,,,,,,,,,,13,काय,,शरीर
6,,,,,,,,,,,,,,,,,,,13,शिरः,,सिर
6,,,,,,,,,,,,,,,,,,,13,ग्रीवम्,,गर्दन
6,,,,,,,,,,,,,,,,,,,13,धारयन्,,रखते हुए
6,,,,,,,,,,,,,,,,,,,13,अचलम्,,स्थिर
6,,,,,,,,,,,,,,,,,,,13,स्थिरः,,शान्त
6,,,,,,,,,,,,,,,,,,,13,सम्प्रेक्ष्य,,दृष्टि रखकर
6,,,,,,,,,,,,,,,,,,,13,नासिका,,अग्रम
6,,,,,,,,,,,,,,,,,,,13,स्वम्,,अपनी
6,,,,,,,,,,,,,,,,,,,13,दिशः,,दिशाएँ
6,,,,,,,,,,,,,,,,,,,13,च,,भी
6,,,,,,,,,,,,,,,,,,,13,अनवलोकयन्,,न देखते हुए
6,,,,,,,,,,,,,,,,,,,14,प्रशान्त,,शान्त
6,,,,,,,,,,,,,,,,,,,14,आत्मा,,मन
6,,,,,,,,,,,,,,,,,,,14,विगत,,भी:
6,,,,,,,,,,,,,,,,,,,14,ब्रह्मचारि,,व्रते
6,,,,,,,,,,,,,,,,,,,14,स्थित:,,स्थित
6,,,,,,,,,,,,,,,,,,,14,मन:,,मन को
6,,,,,,,,,,,,,,,,,,,14,संयम्य,,नियंत्रित करना
6,,,,,,,,,,,,,,,,,,,14,मत्,,चित्तः
6,,,,,,,,,,,,,,,,,,,14,युक्तः,,तल्लीन
6,,,,,,,,,,,,,,,,,,,14,आसीत,,बैठना
6,,,,,,,,,,,,,,,,,,,14,मत्,,परः
6,,,,,,,,,,,,,,,,,,,15,युज्जन्,,मन को भगवान में तल्लीन करना
6,,,,,,,,,,,,,,,,,,,15,एवम्,,इस प्रकार से
6,,,,,,,,,,,,,,,,,,,15,सदा,,निरन्तर
6,,,,,,,,,,,,,,,,,,,15,आत्मानम्,,मन
6,,,,,,,,,,,,,,,,,,,15,योगी,,योगी
6,,,,,,,,,,,,,,,,,,,15,नियत,,मानसः
6,,,,,,,,,,,,,,,,,,,15,शान्तिम्,,शान्ति
6,,,,,,,,,,,,,,,,,,,15,निर्वाण,,भौतिक बन्धनों से मुक्ति
6,,,,,,,,,,,,,,,,,,,15,परमाम्,,परमानंद
6,,,,,,,,,,,,,,,,,,,15,मत्,,संस्थाम्
6,,,,,,,,,,,,,,,,,,,15,अधिगच्छति,,प्राप्त करना।
6,,,,,,,,,,,,,,,,,,,16,न,,कभी नहीं
6,,,,,,,,,,,,,,,,,,,16,अति,,अधिक
6,,,,,,,,,,,,,,,,,,,16,अश्नतः,,खाने वाले का
6,,,,,,,,,,,,,,,,,,,16,तु,,लेकिन
6,,,,,,,,,,,,,,,,,,,16,योग:,,योग
6,,,,,,,,,,,,,,,,,,,16,अस्ति,,है
6,,,,,,,,,,,,,,,,,,,16,न,,न तो
6,,,,,,,,,,,,,,,,,,,16,च,,भी
6,,,,,,,,,,,,,,,,,,,16,एकान्तम्,,नितान्त
6,,,,,,,,,,,,,,,,,,,16,अनश्नतः,,भोजन न करने वाले का
6,,,,,,,,,,,,,,,,,,,16,न,,न तो
6,,,,,,,,,,,,,,,,,,,16,च,,भी
6,,,,,,,,,,,,,,,,,,,16,अति,,अत्यधिक
6,,,,,,,,,,,,,,,,,,,16,स्वप्न,,शीलस्य
6,,,,,,,,,,,,,,,,,,,16,जागृतः,,जो पर्याप्त नींद नहीं लेता
6,,,,,,,,,,,,,,,,,,,16,न,,नहीं
6,,,,,,,,,,,,,,,,,,,16,एव,,ही
6,,,,,,,,,,,,,,,,,,,16,च,,और
6,,,,,,,,,,,,,,,,,,,16,अर्जुन,,अर्जुन।
6,,,,,,,,,,,,,,,,,,,17,युक्त,,सामान्य
6,,,,,,,,,,,,,,,,,,,17,आहार,,भोजन ग्रहण करना
6,,,,,,,,,,,,,,,,,,,17,विहारस्य,,मनोरंजन
6,,,,,,,,,,,,,,,,,,,17,युक्त,,चेष्टस्य
6,,,,,,,,,,,,,,,,,,,17,युक्त,,संयमित
6,,,,,,,,,,,,,,,,,,,17,स्वप्न,,अवबोधस्य
6,,,,,,,,,,,,,,,,,,,17,योगः,,योगः भवति
6,,,,,,,,,,,,,,,,,,,17,दु:ख,,हा
6,,,,,,,,,,,,,,,,,,,18,यदा,,जब
6,,,,,,,,,,,,,,,,,,,18,विनियतम्,,पूर्ण नियंत्रित
6,,,,,,,,,,,,,,,,,,,18,चित्तम्,,मन
6,,,,,,,,,,,,,,,,,,,18,आत्मनि,,आत्मा का
6,,,,,,,,,,,,,,,,,,,18,एव,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,18,अवतिष्ठते,,स्थित होना
6,,,,,,,,,,,,,,,,,,,18,निस्पृह,,लालसा रहित
6,,,,,,,,,,,,,,,,,,,18,सर्व,,सभी प्रकार से
6,,,,,,,,,,,,,,,,,,,18,कामेभ्यः,,इन्द्रिय तृप्ति की लालसा
6,,,,,,,,,,,,,,,,,,,18,तृप्तिः,,योग में पूर्णतया स्थित
6,,,,,,,,,,,,,,,,,,,18,इति,,इस प्रकार से
6,,,,,,,,,,,,,,,,,,,18,उच्यते,,कहा जाता है
6,,,,,,,,,,,,,,,,,,,18,तदा,,उस समय।
6,,,,,,,,,,,,,,,,,,,19,यथा,,जैसे
6,,,,,,,,,,,,,,,,,,,19,दीपः,,दीपक
6,,,,,,,,,,,,,,,,,,,19,निवात,,स्थ:
6,,,,,,,,,,,,,,,,,,,19,न,,नहीं
6,,,,,,,,,,,,,,,,,,,19,इङ्गते,,हिलना डुलना
6,,,,,,,,,,,,,,,,,,,19,सा,,यह
6,,,,,,,,,,,,,,,,,,,19,उपमा,,तुलना
6,,,,,,,,,,,,,,,,,,,19,स्मृता,,मानी जाती है
6,,,,,,,,,,,,,,,,,,,19,योगिनः,,योगी की
6,,,,,,,,,,,,,,,,,,,19,यत,,चित्तस्य
6,,,,,,,,,,,,,,,,,,,19,युञ्जतः,,दृढ़ अनुपालन
6,,,,,,,,,,,,,,,,,,,19,योगम्,,ध्यान में
6,,,,,,,,,,,,,,,,,,,19,आत्मन:,,परम भगवान में।
6,,,,,,,,,,,,,,,,,,,20,यत्र,,जैसे
6,,,,,,,,,,,,,,,,,,,20,उपरमते,,आंतरिक सुख की अनुभूति
6,,,,,,,,,,,,,,,,,,,20,चित्तम्,,मन
6,,,,,,,,,,,,,,,,,,,20,निरूद्धम्,,हटाना
6,,,,,,,,,,,,,,,,,,,20,योग,,सेवया योग के अभ्यास द्वारा
6,,,,,,,,,,,,,,,,,,,20,यत्र,,जब
6,,,,,,,,,,,,,,,,,,,20,च,,भी
6,,,,,,,,,,,,,,,,,,,20,एव,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,20,आत्मना,,शुद्ध मन के साथ
6,,,,,,,,,,,,,,,,,,,20,आत्मानम्,,आत्मा
6,,,,,,,,,,,,,,,,,,,20,आत्मनि,,अपने में
6,,,,,,,,,,,,,,,,,,,20,तुष्यति,,संतुष्ट हो जाना
6,,,,,,,,,,,,,,,,,,,21,सुखम्,,सुख
6,,,,,,,,,,,,,,,,,,,21,आत्यन्तिकम्,,असीम
6,,,,,,,,,,,,,,,,,,,21,यत्,,जो
6,,,,,,,,,,,,,,,,,,,21,तत्,,वह
6,,,,,,,,,,,,,,,,,,,21,बुद्धि,,बुद्धि द्वारा
6,,,,,,,,,,,,,,,,,,,21,ग्राह्मम्,,ग्रहण करना
6,,,,,,,,,,,,,,,,,,,21,अतीन्द्रियम्,,इन्द्रियातीत
6,,,,,,,,,,,,,,,,,,,21,वेत्ति,,जानता है
6,,,,,,,,,,,,,,,,,,,21,यत्र,,जिसमें
6,,,,,,,,,,,,,,,,,,,21,न,,कभी नहीं
6,,,,,,,,,,,,,,,,,,,21,च,,और
6,,,,,,,,,,,,,,,,,,,21,एव,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,21,अयम्,,वह
6,,,,,,,,,,,,,,,,,,,21,स्थितः,,स्थित
6,,,,,,,,,,,,,,,,,,,21,चलति,,विपथ न होना
6,,,,,,,,,,,,,,,,,,,21,तत्त्वतः,,परम सत्य से
6,,,,,,,,,,,,,,,,,,,22,यम्,,जिसे
6,,,,,,,,,,,,,,,,,,,22,लब्ध्वा,,प्राप्त कर
6,,,,,,,,,,,,,,,,,,,22,च,,और
6,,,,,,,,,,,,,,,,,,,22,अपरम्,,अन्य कोई
6,,,,,,,,,,,,,,,,,,,22,लाभम्,,लाभ
6,,,,,,,,,,,,,,,,,,,22,मन्यते,,मानता है
6,,,,,,,,,,,,,,,,,,,22,न,,कभी नहीं
6,,,,,,,,,,,,,,,,,,,22,अधिकम्,,अधिक
6,,,,,,,,,,,,,,,,,,,22,ततः,,उससे
6,,,,,,,,,,,,,,,,,,,22,यस्मिन्,,जिसमें
6,,,,,,,,,,,,,,,,,,,22,स्थित:,,स्थित होकर
6,,,,,,,,,,,,,,,,,,,22,न,,कभी नहीं
6,,,,,,,,,,,,,,,,,,,22,दुःखेन,,दुखों से
6,,,,,,,,,,,,,,,,,,,22,गुरूणा,,बड़ी
6,,,,,,,,,,,,,,,,,,,22,अपि,,से
6,,,,,,,,,,,,,,,,,,,22,विचाल्यते,,विचलित होना
6,,,,,,,,,,,,,,,,,,,23,तम्,,उसको
6,,,,,,,,,,,,,,,,,,,23,विद्यात्,,तुम जानो
6,,,,,,,,,,,,,,,,,,,23,दु:ख,,संयोग
6,,,,,,,,,,,,,,,,,,,23,योग,,संज्ञितम्
6,,,,,,,,,,,,,,,,,,,23,निश्चयेन,,दृढ़तापूर्वक
6,,,,,,,,,,,,,,,,,,,23,योक्तव्यो,,अभ्यास करना चाहिए
6,,,,,,,,,,,,,,,,,,,23,योग,,योग
6,,,,,,,,,,,,,,,,,,,23,अनिर्विण्णचेतसा,,अविचलित मन के साथ।
6,,,,,,,,,,,,,,,,,,,24,संकल्प,,दृढ़ संकल्पः प्रभवान्
6,,,,,,,,,,,,,,,,,,,24,कामान्,,कामना
6,,,,,,,,,,,,,,,,,,,24,त्यक्त्वा,,त्यागकर
6,,,,,,,,,,,,,,,,,,,24,सर्वान्,,समस्त
6,,,,,,,,,,,,,,,,,,,24,अशेषत:,,पूर्णतया
6,,,,,,,,,,,,,,,,,,,24,मनसा,,मन से
6,,,,,,,,,,,,,,,,,,,24,एव,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,24,इन्द्रिय,,ग्रामम्
6,,,,,,,,,,,,,,,,,,,24,विनियम्य,,रोक कर
6,,,,,,,,,,,,,,,,,,,24,समन्ततः,,सभी ओर से। शनै:
6,,,,,,,,,,,,,,,,,,,24,उपरमेत्,,शान्ति प्राप्त करना
6,,,,,,,,,,,,,,,,,,,24,बुद्धया,,बुद्धि से
6,,,,,,,,,,,,,,,,,,,24,धृति,,गृहीतया ग्रंथों के अनुसार दृढ़ संकल्प से प्राप्त करना
6,,,,,,,,,,,,,,,,,,,24,आत्म,,संस्थम्
6,,,,,,,,,,,,,,,,,,,24,मन:,,मन
6,,,,,,,,,,,,,,,,,,,24,कृत्वा,,करके
6,,,,,,,,,,,,,,,,,,,24,न,,नहीं
6,,,,,,,,,,,,,,,,,,,24,किञ्चित्,,अन्य कुछ
6,,,,,,,,,,,,,,,,,,,24,अपि,,भी
6,,,,,,,,,,,,,,,,,,,24,चिन्तयेत्,,सोचना चाहिए।
6,,,,,,,,,,,,,,,,,,,25,संकल्प,,दृढ़ संकल्पः प्रभवान्
6,,,,,,,,,,,,,,,,,,,25,कामान्,,कामना
6,,,,,,,,,,,,,,,,,,,25,त्यक्त्वा,,त्यागकर
6,,,,,,,,,,,,,,,,,,,25,सर्वान्,,समस्त
6,,,,,,,,,,,,,,,,,,,25,अशेषत:,,पूर्णतया
6,,,,,,,,,,,,,,,,,,,25,मनसा,,मन से
6,,,,,,,,,,,,,,,,,,,25,एव,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,25,इन्द्रिय,,ग्रामम्
6,,,,,,,,,,,,,,,,,,,25,विनियम्य,,रोक कर
6,,,,,,,,,,,,,,,,,,,25,समन्ततः,,सभी ओर से। शनै:
6,,,,,,,,,,,,,,,,,,,25,उपरमेत्,,शान्ति प्राप्त करना
6,,,,,,,,,,,,,,,,,,,25,बुद्धया,,बुद्धि से
6,,,,,,,,,,,,,,,,,,,25,धृति,,गृहीतया ग्रंथों के अनुसार दृढ़ संकल्प से प्राप्त करना
6,,,,,,,,,,,,,,,,,,,25,आत्म,,संस्थम्
6,,,,,,,,,,,,,,,,,,,25,मन:,,मन
6,,,,,,,,,,,,,,,,,,,25,कृत्वा,,करके
6,,,,,,,,,,,,,,,,,,,25,न,,नहीं
6,,,,,,,,,,,,,,,,,,,25,किञ्चित्,,अन्य कुछ
6,,,,,,,,,,,,,,,,,,,25,अपि,,भी
6,,,,,,,,,,,,,,,,,,,25,चिन्तयेत्,,सोचना चाहिए।
6,,,,,,,,,,,,,,,,,,,26,यतः,,यत:
6,,,,,,,,,,,,,,,,,,,26,निश्चरति,,भटकने लगे
6,,,,,,,,,,,,,,,,,,,26,मन:,,मन
6,,,,,,,,,,,,,,,,,,,26,चञ्चलम्,,बेचैन
6,,,,,,,,,,,,,,,,,,,26,अस्थिरम्,,अस्थिर
6,,,,,,,,,,,,,,,,,,,26,ततः,,तत:
6,,,,,,,,,,,,,,,,,,,26,नियम्य,,हटाकर
6,,,,,,,,,,,,,,,,,,,26,एतत्,,इस
6,,,,,,,,,,,,,,,,,,,26,आत्मनि,,भगवान पर
6,,,,,,,,,,,,,,,,,,,26,एव,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,26,वशम्,,नियंत्रण
6,,,,,,,,,,,,,,,,,,,26,नयेत्,,ले आए।
6,,,,,,,,,,,,,,,,,,,27,प्रशान्त,,शान्तिप्रियः मनसम्
6,,,,,,,,,,,,,,,,,,,27,हि,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,27,एनम्,,यह
6,,,,,,,,,,,,,,,,,,,27,योगिनम्,,योगी
6,,,,,,,,,,,,,,,,,,,27,सुखम्,,उत्तमम्
6,,,,,,,,,,,,,,,,,,,27,उपैति,,प्राप्त करता है
6,,,,,,,,,,,,,,,,,,,27,शान्त,,रजसम्
6,,,,,,,,,,,,,,,,,,,27,ब्रह्म,,भूतम्
6,,,,,,,,,,,,,,,,,,,27,अकल्मषम्,,पाप रहित।
6,,,,,,,,,,,,,,,,,,,28,युञ्जन्,,स्वयं को भगवान में एकीकृत करना
6,,,,,,,,,,,,,,,,,,,28,एवम्,,इस प्रकार
6,,,,,,,,,,,,,,,,,,,28,सदा,,सदैव
6,,,,,,,,,,,,,,,,,,,28,आत्मानम्,,आत्मा
6,,,,,,,,,,,,,,,,,,,28,योगी,,योगी
6,,,,,,,,,,,,,,,,,,,28,विगत,,मुक्त रहना
6,,,,,,,,,,,,,,,,,,,28,कल्मषः,,पाप से
6,,,,,,,,,,,,,,,,,,,28,सुखेन,,सहजता से
6,,,,,,,,,,,,,,,,,,,28,ब्रह्म,,संस्पर्शम् निरन्तर ब्रह्म के सम्पर्क में रहकर
6,,,,,,,,,,,,,,,,,,,28,अत्यन्तम्,,परम
6,,,,,,,,,,,,,,,,,,,28,सुखम्,,आनन्द
6,,,,,,,,,,,,,,,,,,,28,अश्नुते,,प्राप्त करना।
6,,,,,,,,,,,,,,,,,,,29,सर्व,,भूत
6,,,,,,,,,,,,,,,,,,,29,आत्मानम्,,परमात्मा
6,,,,,,,,,,,,,,,,,,,29,सर्व,,सभी
6,,,,,,,,,,,,,,,,,,,29,भूतानि,,जीवों को
6,,,,,,,,,,,,,,,,,,,29,च,,भी
6,,,,,,,,,,,,,,,,,,,29,आत्मनि,,भगवान में
6,,,,,,,,,,,,,,,,,,,29,ईक्षते,,देखता है
6,,,,,,,,,,,,,,,,,,,29,योग,,युक्त
6,,,,,,,,,,,,,,,,,,,29,सर्वत्र,,सभी जगह
6,,,,,,,,,,,,,,,,,,,29,सम,,दर्शनः
6,,,,,,,,,,,,,,,,,,,30,यः,,जो
6,,,,,,,,,,,,,,,,,,,30,माम्,,मुझे
6,,,,,,,,,,,,,,,,,,,30,पश्यति,,देखता है
6,,,,,,,,,,,,,,,,,,,30,सर्वत्र,,सभी जगह
6,,,,,,,,,,,,,,,,,,,30,सर्वम्,,प्रत्येक पदार्थ में
6,,,,,,,,,,,,,,,,,,,30,च,,और
6,,,,,,,,,,,,,,,,,,,30,मयि,,मुझमें
6,,,,,,,,,,,,,,,,,,,30,पश्यति,,देखता है
6,,,,,,,,,,,,,,,,,,,30,तस्य,,उसके लिए
6,,,,,,,,,,,,,,,,,,,30,अहम्,,मैं
6,,,,,,,,,,,,,,,,,,,30,न,,नहीं
6,,,,,,,,,,,,,,,,,,,30,प्रणश्यामि,,अप्रकट होता हूँ
6,,,,,,,,,,,,,,,,,,,30,सः,,वह
6,,,,,,,,,,,,,,,,,,,30,च,,और
6,,,,,,,,,,,,,,,,,,,30,मे,,मेरे लिए
6,,,,,,,,,,,,,,,,,,,30,न,,नहीं
6,,,,,,,,,,,,,,,,,,,30,प्रणश्यति,,अदृश्य होता है।
6,,,,,,,,,,,,,,,,,,,31,सर्व,,भूत
6,,,,,,,,,,,,,,,,,,,31,यः,,जो
6,,,,,,,,,,,,,,,,,,,31,माम्,,मुझको
6,,,,,,,,,,,,,,,,,,,31,भजति,,आराधना करता है
6,,,,,,,,,,,,,,,,,,,31,एकत्वम्,,एकीकृत
6,,,,,,,,,,,,,,,,,,,31,अस्थितः,,विकसित
6,,,,,,,,,,,,,,,,,,,31,सर्वथा,,सभी प्रकार से
6,,,,,,,,,,,,,,,,,,,31,वर्तमान:,,करता हुआ
6,,,,,,,,,,,,,,,,,,,31,अपि,,भी
6,,,,,,,,,,,,,,,,,,,31,सः,,सह
6,,,,,,,,,,,,,,,,,,,31,योगी,,योगी
6,,,,,,,,,,,,,,,,,,,31,मयि,,मुझमें
6,,,,,,,,,,,,,,,,,,,31,वर्तते,,निवास करता है।
6,,,,,,,,,,,,,,,,,,,32,आत्म,,औपम्येन
6,,,,,,,,,,,,,,,,,,,32,सर्वत्र,,सभी जगह
6,,,,,,,,,,,,,,,,,,,32,समम्,,समान रूप से
6,,,,,,,,,,,,,,,,,,,32,पश्यति,,देखता है
6,,,,,,,,,,,,,,,,,,,32,यः,,जो
6,,,,,,,,,,,,,,,,,,,32,अर्जुन,,अर्जुनः सुखम्
6,,,,,,,,,,,,,,,,,,,32,वा,,अथवा
6,,,,,,,,,,,,,,,,,,,32,यदि,,यदि
6,,,,,,,,,,,,,,,,,,,32,वा,,अथवा
6,,,,,,,,,,,,,,,,,,,32,दुःखम्,,दुख
6,,,,,,,,,,,,,,,,,,,32,सः,,ऐसा
6,,,,,,,,,,,,,,,,,,,32,योगी,,योगी
6,,,,,,,,,,,,,,,,,,,32,परमः,,परम सिद्ध
6,,,,,,,,,,,,,,,,,,,32,मत:,,माना जाता है।
6,,,,,,,,,,,,,,,,,,,33,अर्जुन उवाच,,अर्जुन ने कहा
6,,,,,,,,,,,,,,,,,,,33,य:,,जिस
6,,,,,,,,,,,,,,,,,,,33,अयम्,,यह
6,,,,,,,,,,,,,,,,,,,33,योग:,,योग की पद्धति
6,,,,,,,,,,,,,,,,,,,33,त्वया तुम्हारे द्वारा: प्रोक्तः,,वर्णित
6,,,,,,,,,,,,,,,,,,,33,साम्येन,,समानता से
6,,,,,,,,,,,,,,,,,,,33,मधुसूदन,,"श्रीकृष्ण, मधु नाम के असुर का संहार करने वाले"
6,,,,,,,,,,,,,,,,,,,33,एतस्य,,इसकी
6,,,,,,,,,,,,,,,,,,,33,अहम्,,मैं
6,,,,,,,,,,,,,,,,,,,33,न,,नहीं
6,,,,,,,,,,,,,,,,,,,33,पश्यामि,,देखता हूँ
6,,,,,,,,,,,,,,,,,,,33,चञ्चलत्वात्,,बेचैन होने के कारण
6,,,,,,,,,,,,,,,,,,,33,स्थितिम्,,स्थिति को
6,,,,,,,,,,,,,,,,,,,33,स्थिराम्,,स्थिर।
6,,,,,,,,,,,,,,,,,,,34,चञ्चलम्,,बैचेन
6,,,,,,,,,,,,,,,,,,,34,हि,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,34,मनः,,मन
6,,,,,,,,,,,,,,,,,,,34,कृष्ण,,श्रीकृष्ण प्रमाथि
6,,,,,,,,,,,,,,,,,,,34,बल,,वत्
6,,,,,,,,,,,,,,,,,,,34,दृढम्,,हठीला
6,,,,,,,,,,,,,,,,,,,34,तस्य,,उसका
6,,,,,,,,,,,,,,,,,,,34,अहम्,,मैं
6,,,,,,,,,,,,,,,,,,,34,निग्रहम्,,नियंत्रण में करना
6,,,,,,,,,,,,,,,,,,,34,मन्ये,,विचार करना
6,,,,,,,,,,,,,,,,,,,34,वायोः,,वायु की
6,,,,,,,,,,,,,,,,,,,34,इव,,समान
6,,,,,,,,,,,,,,,,,,,34,सु,,दुष्करम्
6,,,,,,,,,,,,,,,,,,,35,श्रीभगवान् उवाच,,भगवान ने कहा
6,,,,,,,,,,,,,,,,,,,35,असंशयम्,,निस्सन्देह
6,,,,,,,,,,,,,,,,,,,35,महाबाहो,,"बलिष्ठ भुजाओं वाला, अर्जुन"
6,,,,,,,,,,,,,,,,,,,35,मनः,,मन को
6,,,,,,,,,,,,,,,,,,,35,दुर्निग्रहम्,,वश में करना कठिन है
6,,,,,,,,,,,,,,,,,,,35,चलम्,,बेचैन
6,,,,,,,,,,,,,,,,,,,35,अभ्यासेन,,अभ्यास द्वारा
6,,,,,,,,,,,,,,,,,,,35,तु,,लेकिन
6,,,,,,,,,,,,,,,,,,,35,कौन्तेय,,"कुन्तीपुत्र, अर्जुन"
6,,,,,,,,,,,,,,,,,,,35,वैराग्येण,,वैराग्य द्वारा
6,,,,,,,,,,,,,,,,,,,35,च,,और
6,,,,,,,,,,,,,,,,,,,35,गृह्यते,,नियंत्रण में लाया जा सकता है।
6,,,,,,,,,,,,,,,,,,,36,असंयत,,आत्मना
6,,,,,,,,,,,,,,,,,,,36,योग:,,योग
6,,,,,,,,,,,,,,,,,,,36,दुष्प्रापः,,प्राप्त करना कठिन
6,,,,,,,,,,,,,,,,,,,36,इति,,इस प्रकार
6,,,,,,,,,,,,,,,,,,,36,मे,,मेरा
6,,,,,,,,,,,,,,,,,,,36,मति:,,मत
6,,,,,,,,,,,,,,,,,,,36,वश्य,,आत्मना
6,,,,,,,,,,,,,,,,,,,36,तु,,लेकिन
6,,,,,,,,,,,,,,,,,,,36,यतता,,प्रयत्न करने वाला
6,,,,,,,,,,,,,,,,,,,36,शक्यः,,संभव
6,,,,,,,,,,,,,,,,,,,36,अवाप्तुम्,,प्राप्त करना
6,,,,,,,,,,,,,,,,,,,36,उपायतः,,उपयुक्त साधनों द्वारा।
6,,,,,,,,,,,,,,,,,,,37,अर्जुनः उवाच,,अर्जुन ने कहा
6,,,,,,,,,,,,,,,,,,,37,अयतिः,,आलस्य
6,,,,,,,,,,,,,,,,,,,37,श्रद्धया,,श्रद्धा के साथ
6,,,,,,,,,,,,,,,,,,,37,उपेतः,,सम्पन्न
6,,,,,,,,,,,,,,,,,,,37,योगात्,,योग से
6,,,,,,,,,,,,,,,,,,,37,चलित,,मानस:
6,,,,,,,,,,,,,,,,,,,37,अप्राप्य,,प्राप्त करने में असफल
6,,,,,,,,,,,,,,,,,,,37,योग,,संसिद्धिम् योग में परम सिद्धि
6,,,,,,,,,,,,,,,,,,,37,काम्,,किस
6,,,,,,,,,,,,,,,,,,,37,गतिम्,,लक्ष्य
6,,,,,,,,,,,,,,,,,,,37,कृष्ण,,श्रीकृष्ण
6,,,,,,,,,,,,,,,,,,,37,गच्छति,,प्राप्त करता है।
6,,,,,,,,,,,,,,,,,,,38,कच्चित्,,क्या
6,,,,,,,,,,,,,,,,,,,38,न,,नहीं
6,,,,,,,,,,,,,,,,,,,38,उभय,,दोनों
6,,,,,,,,,,,,,,,,,,,38,विभ्रष्ट:,,पथ भ्रष्ट
6,,,,,,,,,,,,,,,,,,,38,छिन्न,,टूटना
6,,,,,,,,,,,,,,,,,,,38,अभ्रम्,,बादल
6,,,,,,,,,,,,,,,,,,,38,इव,,सदृश
6,,,,,,,,,,,,,,,,,,,38,नश्यति,,नष्ट होना
6,,,,,,,,,,,,,,,,,,,38,अप्रतिष्ठ:,,बिना किसी सहायता के
6,,,,,,,,,,,,,,,,,,,38,महा,,बाहो
6,,,,,,,,,,,,,,,,,,,38,विमूढ़ः,,मोहित
6,,,,,,,,,,,,,,,,,,,38,ब्रह्मणः,,भगवद्प्राप्ति
6,,,,,,,,,,,,,,,,,,,38,पथि,,मार्ग पर चलने वाला।
6,,,,,,,,,,,,,,,,,,,39,एतत्,,यह
6,,,,,,,,,,,,,,,,,,,39,मे,,मेरा
6,,,,,,,,,,,,,,,,,,,39,संशयम्,,सन्देह
6,,,,,,,,,,,,,,,,,,,39,कृष्ण,,कृष्ण
